Gene,Corrected P-value,Log2 Fold Change
TOX,3.6823e-14,-2.0638
RNF224,9.3455e-07,-3.3595
CASP12,1.0128e-15,-7.4414
MEN1,2.0397e-12,0.7005
DIAPH3,6.5859e-09,1.0300
NEK8,1.2715e-07,-0.7007
F12,9.7451e-16,3.7605
LHX9,3.1226e-07,-5.5716
COASY,2.0830e-14,0.7444
FMN1,5.4976e-11,-1.4924
IRS2,3.6421e-03,-0.6759
POLR2J,1.0343e-11,0.6559
HPDL,2.2085e-13,3.6559
NKAIN2,8.8301e-12,4.3313
GP5,4.8108e-11,-6.0737
TSHR,7.0931e-04,2.1956
IL1RL1,8.1293e-15,-4.6309
CTC-786C10.1,2.3054e-04,-2.5045
HSF2BP,1.4806e-14,2.0867
ALOX15,4.0985e-06,-3.0302
HOXC5,7.3581e-04,5.8523
C4orf47,2.3947e-03,-0.9872
DRC1,1.8303e-07,-4.7154
TGIF2,8.1482e-08,0.7544
KLHL30,1.9038e-11,-3.1701
PHF1,5.7532e-11,-0.6980
C2orf72,1.4294e-04,-0.9836
SPATA2L,5.5030e-08,-0.8275
FAM178B,2.0773e-02,0.7684
GPR116,9.7451e-16,-4.0482
TNFSF15,7.8736e-09,-1.3986
JAM2,9.7451e-16,-3.1715
MTA1,2.1361e-09,0.6424
FOXP3,8.4318e-07,1.3902
FGL1,8.9530e-03,-3.8944
ZNF483,8.0272e-13,-1.5403
XPO1,2.1340e-14,0.9965
GINS4,1.4073e-15,2.9266
B3GAT1,5.2962e-08,-1.6201
DNAJC19,2.7263e-08,0.8896
BTNL8,1.9873e-15,-6.3538
RPUSD2,6.8972e-08,0.6066
GSG1L,1.7202e-08,-8.8612
IRX1,7.2938e-08,-4.5613
GGT2,8.6780e-09,-5.3830
GAB3,2.7590e-15,-2.1070
MKI67IP,1.1875e-11,0.9923
ASUN,1.2002e-15,1.4089
PSMC4,1.0723e-14,0.9056
NUCKS1,1.7984e-07,0.6057
ENTHD1,8.4986e-06,2.3015
ATF5,2.7815e-09,0.9080
AC024580.1,4.3274e-04,-0.9212
SCTR,2.3781e-15,-4.9696
FNDC3A,2.0938e-15,-1.0155
CD14,3.6281e-08,-1.2037
RHOBTB3,1.7958e-04,-0.6360
NDE1,1.8299e-15,1.7368
IL22RA2,4.0046e-10,7.6079
OXLD1,1.6420e-07,0.6196
CTSF,3.2671e-09,-1.0047
FAM133A,3.0043e-02,-1.5647
DIAPH2,4.5849e-09,-0.8597
PABPC1,6.9418e-15,1.0562
CCNG1,1.0630e-10,-0.7845
UBL3,2.2452e-15,-1.8632
CD300LB,5.1178e-12,-2.0619
DUSP8,3.9215e-10,-1.4267
GAS6,2.9666e-14,-1.9131
ZMAT4,1.1465e-02,2.1188
ENG,1.0040e-15,-2.4690
TLDC1,9.1913e-06,0.7392
SIX1,2.5659e-09,2.3124
SLBP,2.0901e-12,0.7325
SERPINE2,4.1568e-12,2.0283
HLA-DOB,1.3468e-03,-0.8259
FGF10,1.1368e-15,-7.1986
CHRM4,3.5033e-02,-1.1869
ERAP2,6.5097e-05,-1.3044
HLA-C,5.6213e-11,-1.3843
MYL9,1.4647e-15,-2.2012
MAST1,1.0220e-14,4.3289
SPNS3,2.1239e-11,-1.8599
CYB561D2,2.2863e-12,-0.7445
ZNF415,2.4303e-05,-1.2423
WNT11,1.3406e-02,-0.6489
AL049840.1,8.7071e-04,-0.7219
LYZ,5.3540e-14,-2.8567
SCHIP1,5.4963e-10,-1.5012
XKR6,2.8743e-04,-0.7891
PER2,4.4940e-04,-0.5851
FKSG61,8.4318e-07,9.8477
URB2,8.5148e-09,0.8971
SLC33A1,1.3185e-10,0.7729
SUCLG2,3.0345e-14,-0.8704
TAF4B,2.7843e-13,1.2594
FILIP1L,1.4763e-12,-1.6450
SYP,4.6685e-14,-1.9025
PRG4,3.9622e-14,-5.4073
C18orf56,5.2254e-15,3.3074
RUVBL2,1.5653e-09,0.7256
SBDS,1.7000e-14,-1.0606
RP11-451M19.3,8.7441e-10,-3.7497
ZNF408,4.4493e-10,0.6131
PIGN,1.2628e-10,0.7805
KCNE1,1.0139e-13,-2.9261
CACNA2D2,9.7451e-16,-5.5078
SOX7,5.7369e-10,-1.9357
NDNF,9.7451e-16,-5.2722
TRIB3,1.3573e-06,1.1637
CAMK1,7.2981e-14,-1.1765
CNTD2,6.0679e-05,2.4925
AMOTL2,9.2349e-12,-1.3444
H2AFZ,2.1677e-15,1.1314
TPX2,1.0889e-15,4.7621
CPPED1,9.2995e-10,-0.8185
MAP2K3,3.3108e-10,-0.8862
C2orf44,4.8108e-11,0.9350
BAI3,4.5830e-13,-2.8505
CYP2A6,1.4707e-10,-7.7151
TNFRSF11B,1.5281e-07,-1.3531
THEM5,1.1975e-05,0.9746
NME5,1.4143e-14,-3.5534
TBCE,6.5030e-13,0.6659
SEMA4B,1.3917e-11,1.7086
SLC25A10,9.7451e-16,1.7209
RRAGA,5.0064e-12,-0.6303
AL031666.2,4.6308e-05,-2.4872
GPR110,5.7604e-04,-1.3367
LY75,2.5553e-03,-0.7199
MAML3,4.7691e-07,-0.7785
GLP1R,4.0086e-07,-5.6360
CLECL1,6.5097e-05,-1.1871
PHACTR1,9.7451e-16,-3.2153
SKOR1,2.7621e-07,-0.8075
TVP23A,5.1417e-13,-1.6395
GLIS2,1.4707e-10,-1.1598
GRTP1,7.0887e-15,1.7848
FGF18,6.6088e-15,-3.2729
MTIF2,2.0115e-13,0.9362
PDLIM2,1.1572e-15,-2.1166
PAQR4,2.0397e-12,1.5349
KLHL32,1.4902e-11,-3.2462
TBCEL,1.7416e-14,-0.8707
MAMLD1,3.3122e-04,-0.6544
XYLT2,1.0866e-10,0.8200
FADS3,1.7760e-12,-1.5231
ACVR1C,4.6030e-11,2.3088
SARDH,5.4819e-07,-1.0035
TGFB2,2.0714e-10,-1.7739
NFATC2,9.9076e-13,-2.0258
TNFRSF6B,1.5504e-02,0.8140
SNAI2,2.4189e-11,1.6635
FEZ1,3.1135e-06,-0.9666
ELF1,1.2112e-08,-0.5862
EMC1,2.6547e-13,0.8642
CHAC2,6.7993e-10,1.3361
C7orf57,1.6721e-07,-3.3555
DQX1,1.1368e-15,6.2290
IL12A,1.0312e-04,-1.1370
RP11-1105G2.3,8.0987e-04,-3.5714
OR2W3,7.4861e-11,-10.0838
MCHR1,2.2474e-04,0.5861
DEK,3.7554e-09,0.7536
DKFZP667F0711,3.4934e-08,-1.7635
MRPL37,1.6247e-14,0.9028
ORC2,4.0919e-10,0.6667
KIF26A,3.1152e-08,-1.5247
ZNF654,1.2592e-08,-0.6050
PTPRN2,1.0011e-14,-2.9322
C15orf38,3.1003e-11,-0.7904
PPARGC1B,1.5984e-09,-1.0892
CCDC87,4.4998e-05,0.9590
SV2A,1.9312e-06,1.2979
CSF2RA,4.2545e-12,-1.7517
PHLDB3,6.3379e-14,1.4228
SRD5A1,1.7577e-15,2.3385
PARP2,1.9294e-09,0.6239
EVL,2.3179e-11,-0.9621
JUP,2.0256e-15,1.9321
FAM210A,6.1564e-12,0.9951
PDE7B,8.5274e-11,-1.6792
AMY1A,4.6971e-05,-8.3776
GUCY1B3,3.4907e-06,-0.8242
AL603965.1,2.2711e-07,-2.6052
PTAFR,8.1647e-11,-1.6102
TBC1D2B,1.6180e-12,-1.0224
KALRN,3.1464e-04,-0.6515
NKX3-2,5.4800e-14,11.8336
CDH24,1.3123e-13,1.5267
FRRS1L,2.0065e-02,-2.7633
PCYOX1,7.8777e-10,-0.9033
NHLRC1,6.9198e-06,0.7293
KAZN,1.5707e-04,-0.6959
RDH5,3.7216e-06,-0.7339
CAND2,6.5984e-05,-0.7973
KIAA0232,7.0166e-11,-0.8093
ABCB6,8.8127e-14,1.7293
HLF,9.9076e-13,-2.5605
CALCR,1.5993e-03,-1.2978
C9orf163,3.6708e-04,0.7636
POC1A,2.5303e-15,1.6524
KLRB1,5.0081e-14,-2.4553
C17orf67,1.1080e-05,-0.6630
MARK1,6.9418e-15,2.3578
SNRPC,1.1701e-09,0.6054
SIK2,3.4941e-15,-1.2864
RUSC1,1.1253e-15,1.0286
ACRBP,4.6783e-09,-1.3064
ADH7,8.3811e-05,2.9452
OCA2,5.3517e-03,-2.3165
EPHA6,2.6755e-02,-1.8956
RP11-146D12.2,9.6595e-07,-4.8767
PHC2,1.8681e-06,-0.6274
SPTBN1,9.7451e-16,-2.0768
DTNB,3.1135e-06,0.7106
HIST2H2AA4,9.6595e-07,1.0483
AC007952.5,1.5000e-08,-3.4215
NKD2,1.0099e-09,-1.3756
RWDD2A,4.7317e-08,-0.5961
CCNDBP1,1.3434e-12,-0.7336
GUCY1A3,1.8594e-08,-1.1174
SCEL,2.0938e-15,-3.8507
POLQ,9.7757e-16,4.4290
KLHDC7A,1.3611e-11,-4.2489
TAOK3,1.0128e-15,-1.1102
PGD,6.5984e-05,0.7555
LRRN4CL,7.0485e-12,-2.0350
GPR126,2.0283e-10,-1.9058
CSF1R,1.8251e-08,-1.4072
MAGEA4,2.0512e-09,11.7485
AKR1C3,2.8602e-02,0.7164
CD244,4.2457e-14,-2.4229
PHKG1,2.1239e-11,-1.2417
MRPL36,6.3153e-15,1.3302
ZNF334,6.1195e-04,-0.8866
ADM,7.9767e-06,1.1702
ADCY4,1.4383e-15,-2.7713
ODAM,3.2396e-11,-7.8433
GAS7,8.8301e-12,-1.6928
ARHGEF17,1.5143e-13,-1.3651
TMEM88,9.7451e-16,-3.4008
KCNK3,9.7451e-16,-4.8897
TCL1A,2.2428e-03,-1.7516
TMIGD2,1.3098e-08,-1.8101
F11,1.1724e-15,-13.5654
COLCA2,3.3538e-04,1.0371
MLKL,6.5030e-13,-1.3170
LRFN4,2.1586e-13,1.4145
ARRDC3,1.5526e-13,-1.4259
SMC6,2.3433e-14,1.1224
LRRC29,4.1648e-06,-0.6274
ETV4,2.6802e-12,2.6597
LINGO1,1.4271e-06,1.7093
EIF2AK2,5.0047e-08,0.6996
SOCS3,4.7694e-09,-1.8447
USP14,8.4156e-14,0.8017
NFATC3,3.7978e-07,-0.6467
NUTM2E,1.4036e-02,-2.8944
MAP2K6,2.2677e-03,0.6181
NECAB2,5.6351e-03,1.0631
NECAB3,3.9215e-10,-0.8602
ABCD3,1.4084e-10,-0.7225
FOLR2,2.1140e-10,-1.7185
CACNA1D,1.2239e-15,-3.4532
NAALAD2,1.0318e-09,-1.8738
HIST1H4I,3.1053e-03,0.7471
KRT27,5.2583e-13,-11.7812
ARG2,8.1050e-06,1.0063
HR,4.0613e-12,2.7587
IGFALS,1.1253e-15,-5.2153
BCL9,8.1482e-08,0.7084
FAM189A2,9.7451e-16,-4.8456
C1orf220,1.1792e-05,5.6121
LRRC36,1.0695e-15,-5.4816
LRRC70,1.4073e-15,-2.3505
FLCN,1.1852e-10,-0.7187
SLC2A5,8.9243e-11,2.3597
LMO1,1.8681e-06,7.7519
FAM124A,9.6688e-14,-1.8477
LHX2,4.0636e-15,13.4791
GOLGA8N,2.7328e-06,-1.2349
RAP2B,3.6974e-11,1.1833
HBQ1,3.9133e-04,-6.9553
ADAMTS9,9.1101e-10,-1.6777
TREML2,1.9316e-07,-1.3782
FAM221B,6.0474e-08,-7.7191
DOCK2,3.3437e-14,-2.0919
CCNE1,9.7757e-16,3.6245
HBEGF,6.1208e-10,-2.1977
SPIRE1,7.4223e-09,-0.9422
USP2,1.9327e-08,-1.4277
XKR9,3.0043e-02,0.7010
TCAP,6.2818e-11,-2.1989
ANKRD16,1.7395e-11,0.8043
PDE8A,1.3832e-09,-0.7238
ZNF436,2.2515e-08,0.7664
RIC3,4.6437e-08,-1.9876
DCAF4,4.3554e-10,0.6705
SYCE1,2.2766e-04,-4.5567
FAM220A,1.3519e-14,1.0423
RABGAP1L,6.5196e-08,-0.6334
AC002472.13,3.7978e-07,-11.5757
SUOX,2.5659e-09,-0.6455
DNAI2,2.3636e-09,-6.1031
TCTEX1D2,1.3799e-06,1.1900
KRT40,4.4443e-02,-5.9386
UNC45B,3.2660e-15,-5.1209
PDIA6,3.9622e-14,1.0504
KAT8,2.3179e-11,-0.5925
KHDRBS3,1.0910e-05,-1.0336
SLC16A12,2.9002e-14,-5.0321
ACSS2,8.8127e-14,-1.1031
KIAA1683,6.9794e-14,-2.9753
PKNOX2,1.3767e-15,-3.1134
TRPC3,1.3767e-15,-3.1217
ARHGEF28,3.9611e-04,-0.6253
DNAH7,8.3843e-10,-3.5129
BAZ2B,1.9050e-10,-0.7718
DBF4,2.3289e-15,1.7329
SKA1,1.1881e-15,4.2258
ASB4,1.5606e-08,-5.1171
KNDC1,9.8000e-15,-4.1098
TANGO2,4.0919e-10,-0.6335
CCNJL,1.7395e-11,-2.1216
CARD6,3.1003e-11,-1.4437
TUBB8,2.9556e-02,2.7296
BTBD9,2.0938e-15,-1.5526
TM4SF18,4.4747e-13,-2.2511
EDA,7.1578e-08,-1.1975
CLIC5,9.7451e-16,-6.0518
CASP2,1.3120e-12,0.7823
CDHR3,2.0304e-11,-2.8672
MCM6,1.9564e-15,1.7575
NUDT12,3.6281e-08,-0.7653
CHST13,1.2130e-03,-0.8738
NRM,2.5904e-11,0.8454
UBE2L3,2.3531e-10,0.6219
IL17RB,5.7206e-09,-1.4402
C11orf96,5.5094e-13,-3.1041
SH3RF2,1.3921e-04,0.6296
YIF1B,1.6389e-10,0.7285
MRO,1.1465e-02,1.1774
NR1H3,2.2091e-08,-0.8960
RBM8A,8.5162e-15,0.7052
BTG2,1.0881e-12,-1.6734
FAM162A,1.2396e-15,1.5085
ULBP3,6.5859e-09,1.1889
HMHA1,8.2417e-12,-1.2208
IDS,8.2163e-10,-0.6674
C10orf2,2.6802e-12,1.3593
HAGH,1.1961e-13,-0.9434
C2orf73,8.2417e-12,-6.5059
TBRG4,1.2910e-15,1.0809
DNAJC2,4.8955e-14,0.8487
PCCA,2.2237e-09,-0.6887
KCNJ8,1.0476e-14,-2.1129
CRYM,2.6547e-13,-4.0105
CD247,3.6042e-10,-1.7360
RUVBL1,9.7451e-16,1.3924
TMEM42,3.1152e-08,-0.6451
RNF168,2.3923e-12,1.2623
HSPB2-C11orf52,7.7157e-12,-8.1232
CGRRF1,2.7062e-15,-0.9940
TJP3,1.3917e-11,-2.4231
DOK4,1.2324e-14,-1.5115
DLK1,3.2612e-02,-5.9381
HES1,5.2644e-05,0.6353
SCG2,1.9892e-02,0.7033
WNT6,8.5009e-05,1.0674
FBXO27,8.9209e-10,1.8755
CYP4B1,1.0128e-15,-6.5247
KLHL41,3.4222e-14,-3.3569
HSD17B14,2.2515e-08,-1.1587
RP11-1035H13.3,7.3767e-03,1.3212
ETV5,6.1936e-04,-0.8868
DOCK8,1.8598e-15,-2.3792
UTP14C,3.2411e-10,-0.6814
CSNK2A3,3.3124e-11,0.9361
FAM47E-STBD1,5.9889e-10,-1.1726
PDE1C,2.2452e-15,-3.3069
GDF15,4.3074e-08,-1.9429
INHA,4.2207e-11,2.0517
GJB6,4.4566e-14,8.5272
NDUFS6,4.7750e-15,1.1239
PCYT1A,1.9447e-10,0.8282
CCDC58,2.2105e-15,1.5106
AD000671.6,9.6306e-06,-0.8220
ZNF454,3.2671e-09,-1.3852
ATP9B,1.3746e-12,-0.7086
SLC46A2,9.7451e-16,-5.5066
RAB39B,2.4744e-03,-0.7440
NAA15,2.3636e-09,0.6627
RGS18,3.0345e-14,-2.3415
ABCC9,1.0220e-14,-2.1832
HOXD1,7.4223e-09,-1.6955
AP1S1,4.9181e-13,0.9322
LILRA1,7.7221e-15,-2.8434
PRSS22,1.3548e-04,0.9612
SLC17A5,4.9181e-13,-0.9900
CCL18,2.3127e-07,-1.9363
ESRP1,1.4452e-14,1.4154
HSPA1B,5.8146e-06,0.8732
GPR83,9.4833e-03,1.3071
TMEM150B,7.2390e-15,-3.0216
ZNF485,1.0910e-05,0.6838
C9orf169,2.2766e-04,1.2776
C17orf100,1.1991e-04,1.3900
MGLL,9.7451e-16,-2.6552
OSR2,2.1941e-03,0.8019
ZIC2,6.4871e-14,12.6085
FIGF,1.4817e-15,-6.3034
CAPN2,2.5927e-13,-1.0623
BCL2L14,2.3026e-02,-1.0375
CYGB,2.7688e-11,-1.3449
NOX4,4.4459e-07,1.2494
POLE3,2.0304e-11,0.8121
MTHFD1L,3.5256e-10,0.9388
TMEM105,1.0312e-04,0.8502
BDP1,1.5018e-10,-0.6669
SRR,4.3655e-06,-0.6447
TARBP2,4.8372e-10,0.6350
CRHBP,2.5659e-09,-2.6958
MRTO4,5.1417e-13,0.9627
MMEL1,6.5195e-07,-2.0314
KPNA4,4.1324e-11,0.7666
CDCA2,1.6390e-15,3.8748
YPEL5,2.2237e-09,-0.6431
UPF3B,2.8964e-11,0.8376
SLC12A3,1.4295e-02,-1.6115
HAUS6,1.2251e-07,0.6593
SLC25A45,1.0580e-11,-1.1117
FANK1,1.9747e-05,-1.0799
MZT2A,1.6624e-14,1.3342
GPN1,1.4806e-14,0.8169
AL590822.1,7.4087e-15,-2.6560
HSD17B11,9.9797e-16,-2.0284
AOX1,1.6390e-15,-3.1487
P4HTM,1.9971e-14,-1.2119
HOXC9,2.6501e-11,5.3515
NUDCD1,1.5018e-10,0.7411
TP53AIP1,3.6225e-05,3.0530
PRSS57,1.7809e-11,-12.2060
HLA-A,2.2711e-07,-0.8196
CCNH,9.9076e-13,-0.7347
TNFRSF8,8.7279e-07,-1.3132
WDR74,7.6519e-13,0.7032
ARL5C,8.2060e-03,-4.6183
GKN2,9.7451e-16,-14.4326
FOXO6,1.8376e-06,1.3860
NCCRP1,7.3223e-11,3.9973
C19orf66,1.4201e-07,-0.7324
RSBN1,8.5274e-11,-0.6474
NRG2,7.7151e-10,-4.0050
KIF7,1.0345e-06,1.0998
GSN,2.5795e-05,-0.6751
NEDD9,1.1127e-15,-2.6027
NLRP14,1.6597e-06,-5.4340
COL6A5,2.5186e-14,-3.7060
TMEM180,6.0730e-09,-0.9024
RPRM,6.3579e-03,0.5934
SLC7A1,3.4557e-12,1.3621
FKBP5,5.8293e-04,-0.8797
PAK7,3.9160e-02,-0.6657
SLC25A53,4.8955e-14,-0.8927
IQSEC1,2.9305e-15,-1.4930
PDCD10,1.3746e-12,0.9661
PBK,1.2002e-15,4.2531
HSD17B1,2.6191e-10,1.9470
DEPDC7,1.3947e-15,2.1522
AQP4,9.7451e-16,-6.9251
OGN,9.7451e-16,-4.7276
C9orf156,3.5368e-09,-0.6603
C15orf27,4.7643e-05,-0.8271
NRGN,2.1677e-15,-3.5533
DDX5,6.8597e-11,-0.6663
SGTB,9.3455e-07,-0.5910
KCNRG,5.0506e-10,-2.2465
SLC39A2,9.4984e-10,4.1338
FRMD8,1.1220e-09,0.6860
TGOLN2,1.1144e-13,-0.8662
CEP120,6.5030e-13,-0.8173
SLC39A11,3.9554e-11,0.8297
SLC25A13,6.1960e-13,0.8345
TK1,1.4073e-15,3.3029
PLD6,4.3708e-07,0.6670
ELN,3.7005e-13,-2.5943
MAPK15,2.1610e-05,-1.2724
PARK2,9.4984e-10,-1.2977
MAGED4B,9.6134e-15,2.4497
ANKRD20A3,5.1204e-05,-2.8656
WTIP,1.8641e-10,-1.2677
GLYATL2,2.7777e-06,4.1305
SLC26A6,3.2993e-08,0.7574
PODNL1,1.9696e-08,1.5473
RNF123,4.5046e-11,-0.5994
CYB5R2,2.3703e-11,1.5812
B3GNT5,8.5148e-09,1.0058
MROH2A,3.9788e-02,0.7536
RTN2,2.2031e-06,-0.6834
CTRB2,1.9969e-04,-6.0322
CBFA2T2,5.7254e-06,0.5866
LRRN4,9.9797e-16,-5.9950
MMP24,9.7451e-16,-3.6703
SOGA2,1.5879e-13,1.7711
CA5B,3.8330e-09,-0.7363
AC109829.1,3.7205e-03,5.8612
RBP1,4.6437e-08,1.2937
UPK1B,2.6015e-06,3.6947
EIF2S1,1.8893e-09,0.7166
DMTN,3.4786e-07,-1.1419
SGMS1,4.0636e-15,-1.0937
MRPS36,2.8964e-11,-0.7347
LHFPL3,3.1198e-15,-14.2359
ITGA8,9.9797e-16,-3.8565
DENND3,2.1677e-15,-2.5470
FASLG,8.5792e-07,-2.1052
TDO2,8.0044e-04,1.0322
SLC29A4,3.6974e-11,1.8276
PAEP,2.2474e-04,4.6512
SOX15,3.5361e-11,3.1820
CTNNA3,2.7205e-02,-5.5920
TRIM61,7.3223e-11,-2.4744
MYBPC3,4.1648e-06,-2.0281
AL358333.1,1.1659e-06,-2.0735
CH25H,1.7844e-10,-2.4699
POLR2L,1.1220e-09,-0.6044
CSF3R,1.5665e-15,-3.0998
GPR171,4.5588e-08,-2.0285
MYH11,5.6127e-12,-2.9599
RP11-706O15.1,3.4602e-11,0.9784
AC022532.1,6.3303e-05,-1.7619
FSCN1,1.6273e-13,2.3286
CORO2B,1.2849e-13,-2.8164
OLAH,2.6711e-09,-8.0889
KCNAB1,1.6971e-12,-2.2216
ZNF799,1.1852e-10,-0.8230
ZNF703,3.2396e-11,1.5303
GPR56,1.7100e-10,1.2295
PA2G4,1.0011e-14,0.8689
SLC2A4RG,8.0332e-09,0.5974
RRS1,3.9905e-08,0.7667
PCDH20,2.0354e-14,-4.1493
CCNB3,3.3630e-08,-1.2914
SOD3,1.0889e-15,-2.9061
XAGE1B,3.6421e-03,-6.6297
CALML5,1.0343e-11,13.3313
TMC3,3.4545e-03,-3.4918
TROAP,9.7451e-16,4.4597
PHF19,1.9064e-12,0.9453
ANKRD13A,1.4806e-14,-0.9319
AQP8,2.8885e-08,-9.7931
TMEM154,2.0422e-02,0.6437
PPARGC1A,2.7688e-11,-2.7279
CLEC4D,2.1697e-11,-2.3134
BCL2L15,6.7479e-07,-2.1566
CYP4A11,6.1454e-11,-12.2556
C5orf45,3.5361e-11,-0.9078
PARVA,8.7441e-10,-0.6352
STRA6,3.6017e-14,4.0036
STK17B,1.1072e-11,-1.1295
ATP2A1,1.1852e-10,2.2317
C19orf26,2.1516e-07,1.7139
CFL2,1.0889e-15,-1.8389
A2ML1,5.4800e-14,7.8661
NOVA1,9.7645e-03,-1.3752
HLA-DMA,2.8210e-15,-2.4108
IQCD,1.4460e-07,-1.4779
PIK3CG,1.6576e-12,-2.0069
IL10RA,2.6239e-12,-1.8386
MYRF,1.4073e-15,-3.8242
WFDC2,1.1313e-03,-1.2037
FAM21C,1.1335e-11,-0.6810
ARHGAP42,5.7734e-07,-0.8936
NPBWR1,6.5030e-13,10.7995
FLNC,5.8733e-07,-1.3579
EFCAB10,4.8682e-09,-2.2219
C6orf223,1.3468e-03,-1.7472
AFF3,1.4817e-15,-3.9582
CD274,1.6882e-06,-1.3603
IQSEC3,2.9832e-15,-3.8364
CX3CL1,5.1008e-08,-1.3382
TTPAL,6.6612e-10,0.8335
HERPUD1,1.7890e-08,-0.8060
PC,3.2671e-14,1.4260
PARPBP,1.7577e-15,2.7836
TENC1,9.7451e-16,-2.5196
CCL8,1.6077e-02,-0.7994
CENPK,7.7221e-15,2.3509
KIF13B,5.8963e-14,-1.6104
CYCS,1.9849e-11,0.8040
PAK1IP1,1.3470e-10,0.8974
CELSR2,3.9821e-15,2.4059
ZBED3,2.1340e-14,-1.4090
DCST2,1.1975e-05,1.0687
AC026310.1,6.4223e-04,-2.7380
SYT17,1.4860e-05,-0.7963
LYPLA1,4.9148e-08,0.6326
LNX2,1.4902e-11,-1.1497
MTFR2,1.8598e-15,2.2459
FAM19A2,9.6306e-06,-0.6270
CFTR,1.0570e-15,-4.8620
LINGO4,3.1310e-13,-11.7239
AC129492.6,3.0376e-05,1.4400
PTPRH,1.7898e-13,3.5661
AKAP13,1.5665e-15,-1.6268
CCDC103,1.5093e-04,-0.9525
CDC37L1,1.1417e-13,-0.7305
ALDOB,5.5503e-06,-2.0070
CNN1,4.8917e-12,-2.2403
RAD23B,1.9688e-09,0.6250
HYAL1,9.7451e-16,-3.5393
EIF2B5,2.8338e-14,0.8749
AL021546.6,1.0338e-02,6.1633
CYBA,7.7172e-09,-0.9056
ITGAL,7.7221e-15,-2.5948
ADA,1.6389e-10,1.4007
CELA1,1.6367e-02,-3.2871
CXCR2,1.1401e-12,-2.9389
KIF3C,2.0901e-12,1.5754
PREP,1.6688e-11,0.6476
GPR156,1.0381e-07,1.8022
C21orf2,1.2908e-10,-0.9397
EGR3,5.2918e-06,-1.6337
DNAH2,6.7494e-04,-1.4858
BMP8A,3.0774e-09,2.5416
LRIG1,1.3941e-07,-0.8351
CERS4,5.6545e-05,-0.6295
FBXO32,1.9564e-15,2.2314
LZTS3,4.7219e-04,-0.7559
MYLK3,7.2758e-09,-4.2695
BLM,1.1253e-15,2.3409
EXOSC3,6.9844e-13,0.8859
ITIH3,1.2239e-15,-3.1032
PGAM1,1.7472e-13,0.9354
SNX21,7.3726e-12,-0.8130
UBE2QL1,6.8972e-08,1.6584
RP11-20I23.1,1.7483e-04,-4.8134
CCL15-CCL14,3.0562e-15,-8.7079
TMEM91,1.6325e-06,-0.7364
DNASE1L2,1.2711e-03,0.7746
MMS22L,1.0426e-15,1.8805
PCDHA5,4.8746e-02,-2.8622
NEK5,9.4984e-10,-2.8225
NHS,1.1937e-12,1.5000
CDCA3,9.7451e-16,4.1980
C9orf9,1.0888e-04,-0.8024
SH3RF1,9.4519e-12,-0.9434
ZNF493,2.8068e-12,-1.4775
CACNB1,3.2054e-09,-1.0074
RP11-514P8.6,7.6726e-03,7.6684
LYRM5,6.8520e-09,-0.7327
SUMO4,3.0716e-03,3.4214
LRR1,2.6239e-12,0.8872
SYCE3,7.9193e-05,1.0835
CNTN3,2.4660e-05,-1.1083
FREM2,3.3538e-04,-1.7418
TMEM45B,5.5211e-03,-0.8862
CCDC101,2.9976e-08,-0.6042
XRCC6BP1,3.9086e-09,0.8300
ACTN2,6.3379e-14,-3.8811
TOP1MT,1.6273e-13,1.0931
SMDT1,7.0263e-08,-0.6586
TMEM201,7.2981e-14,0.9902
CCDC89,2.1334e-06,-1.4628
SYNJ2,6.4437e-12,1.3464
MGRN1,1.4143e-14,-0.9858
SEPP1,4.8917e-12,-2.2142
IDO2,9.6269e-05,-2.1421
DUSP16,1.0578e-05,-0.6389
RTKN2,2.5892e-15,-4.2568
DEFA1,1.0892e-13,-13.2355
CREBRF,2.0115e-13,-1.2852
PCNA,1.4817e-15,1.7083
AURKA,9.7451e-16,3.0821
PHOSPHO1,3.7554e-09,-1.9970
PTPN20B,2.4744e-03,-1.6836
SUSD1,1.5684e-10,-0.8161
PTPN5,4.8917e-12,-6.5879
KIAA0825,2.8732e-12,-1.1992
GP6,1.2628e-10,-3.4352
MYEOV,2.5031e-12,3.0634
SPRR2G,7.1653e-11,15.6303
SYT6,1.5993e-03,4.8537
SNAI1,8.4986e-06,-1.1696
BCL11A,5.6343e-13,2.4867
GPR98,2.2250e-05,-1.2399
TNNT1,3.4509e-10,2.6956
TBCCD1,2.8732e-12,0.9260
KLRD1,2.2085e-13,-2.1645
SLC22A15,2.9407e-08,-0.9625
SYN3,3.6833e-09,-4.3000
LILRA2,1.9516e-14,-3.0988
RSPH4A,1.8615e-12,-3.9354
PARS2,2.8340e-08,0.8249
NLGN2,3.9685e-06,0.6974
RALGAPA2,4.8108e-11,-1.2355
NUP37,7.9204e-15,1.1870
IKZF1,4.0613e-12,-1.8305
AGR2,2.4660e-05,-1.6302
TRIOBP,9.3812e-09,-0.6955
FTO,1.7379e-09,-0.7617
SERPINC1,4.0114e-04,-2.3395
SLC25A34,1.1253e-05,-1.0219
KCNMB3,2.7263e-08,0.9418
FCGR2B,6.2944e-06,-1.1023
PLEKHO1,1.6325e-06,-0.6203
PLIN2,4.9182e-11,-1.5377
POLR1C,4.2224e-07,0.6184
POMT2,4.7852e-12,0.7714
RP11-505K9.4,9.6606e-12,-5.0366
RP11-723O4.6,1.4030e-06,-1.7077
