Gene,Corrected P-value,Log2 Fold Change
FAM27E2,4.2554e-02,3.2132
TBX6,1.2464e-08,1.0993
KDELR3,3.8969e-10,1.1207
NFIC,3.0277e-08,-0.8371
PFDN2,1.4748e-13,0.9302
SERPING1,8.3894e-14,-2.0629
FAM166B,1.3546e-08,-3.2187
GK,3.2672e-08,-1.2407
TG,4.8700e-06,0.9556
GRAMD1B,3.8381e-04,-0.8718
CHI3L2,6.3219e-13,-3.7344
EIF4EBP1,4.2014e-14,2.1305
CCDC36,3.1721e-09,-2.3616
RAB4B,5.4593e-07,-0.6165
KCNJ5,1.4701e-08,-2.5127
DNAH10,1.3546e-08,-2.7985
NBEAL2,9.3517e-08,-0.7225
ANKRD23,1.4284e-06,0.8885
ZC4H2,3.8067e-08,-1.7477
FAIM3,1.6678e-04,-1.2037
BNC1,1.7293e-08,4.4890
USP39,2.0708e-12,0.7126
C11orf52,3.8969e-10,-1.3638
DSEL,1.3325e-07,-1.2922
KRT14,1.1014e-13,6.6826
SQLE,3.8434e-07,0.8043
CDH15,2.0491e-06,-2.8147
TTC39A,8.9243e-09,-1.4365
UMPS,1.4748e-13,1.1467
ADAMTS14,4.1153e-09,1.7117
LRRC38,3.8389e-04,2.4002
CHRNB4,3.0936e-14,8.5682
RUFY3,1.8252e-10,-0.8601
MICAL2,2.3930e-09,-1.1686
ALS2CR12,6.3219e-13,-3.3200
GLOD5,3.0936e-14,-5.7786
TNIP3,1.4644e-04,-1.7065
FAM81B,4.8140e-10,-7.2033
AC131971.1,5.7825e-03,2.2217
RRH,3.0007e-03,-5.2591
SOST,1.9773e-04,2.7739
KCNH3,6.1443e-03,-1.6309
ARAP1,3.3086e-11,-0.9785
NFKBIZ,8.0971e-10,-1.8841
PCP2,1.2289e-04,-1.3693
WFDC1,3.0936e-14,-2.9083
FAM163A,9.0061e-03,5.5739
FTCDNL1,3.6944e-02,-0.6758
CCPG1,4.0519e-13,-1.1300
NAA10,8.0850e-08,0.5889
HOXB4,4.3261e-02,-0.6231
SLC6A12,1.9452e-13,-2.0423
WSB1,9.5775e-13,-1.0294
ARHGEF26,7.8227e-13,-2.3652
APOC4,2.4465e-06,-6.3142
NINJ2,3.0936e-14,-2.8832
PTRH2,5.5615e-07,0.6255
TCF21,3.0936e-14,-5.0228
CITED1,2.1542e-05,-2.0476
TIA1,2.3194e-05,0.5861
MICALL1,2.9482e-12,1.2308
HIST1H3E,2.4706e-04,0.8058
SLC16A8,2.6296e-09,1.5083
PTDSS1,1.7262e-12,0.9624
CNR2,1.6036e-02,-3.7716
GALNT15,1.5375e-07,-1.8855
RRAD,5.8059e-12,-3.6216
CDHR1,4.4254e-08,2.1843
GAPDH,3.0936e-14,2.1840
HHIPL2,2.7115e-03,3.2218
CDNF,1.7401e-04,-0.5986
DHRS4-AS1,3.6101e-02,-1.0952
KIAA1199,2.5028e-05,1.1260
LCNL1,4.1153e-09,-4.6622
SMIM5,6.1443e-03,-0.9540
DHRS12,2.9482e-12,-1.1964
HLA-DQA1,6.2672e-11,-2.1780
PRPH2,2.6290e-05,-1.1476
CEACAM4,8.3894e-14,-2.6243
C17orf82,3.1382e-02,-0.8692
ATL1,5.3388e-09,-0.8970
WWC1,2.2702e-10,-1.6736
ABCD2,8.0850e-08,-2.2325
KCNV1,9.7959e-03,0.6017
RP11-1084J3.4,1.7336e-02,4.5530
FBL,3.0936e-14,1.2858
ZNF16,7.1148e-11,0.5900
DUSP6,2.2008e-11,-1.9422
SOX12,1.4748e-13,1.5845
ST6GAL1,1.5850e-05,-1.1307
SERPINB3,1.1180e-06,4.2754
LINC00908,4.3299e-10,-2.5910
SERTM1,3.0936e-14,-18.5786
ANKUB1,5.3275e-03,-0.6812
CYP2F1,2.7522e-06,-10.1855
SIGLEC1,3.4996e-10,-2.3769
GALNT10,4.3299e-10,-1.1232
RGS20,4.3060e-11,2.8778
FZD4,5.7021e-14,-2.5926
B3GALT1,8.0217e-03,-6.3164
MYLIP,5.9848e-08,-1.0313
CBR1,8.9044e-06,0.7854
C11orf87,1.0192e-02,0.8011
RNF145,3.0936e-14,-1.3651
STON1,2.9897e-03,-0.5944
SHISA3,3.0936e-14,-4.4736
PDE4D,7.3266e-10,-1.5611
XAGE2,6.6146e-08,-11.7216
DBN1,4.0130e-07,0.8046
CNGB1,5.4453e-05,1.5574
FBF1,7.6997e-07,0.6311
PIK3R3,3.7057e-05,-1.0918
PLP1,4.5277e-02,-4.7350
SLC6A14,8.6975e-07,-2.9765
LHFPL1,1.7866e-07,2.8828
RNF144B,1.2612e-06,-1.4157
ZNF146,2.4798e-12,0.9518
SCML2,2.4465e-06,1.2475
C5orf28,2.9482e-12,0.7663
TLR8,3.0936e-14,-3.0000
GPR97,7.3653e-04,-1.2138
NDRG2,8.1994e-09,-1.3427
MAN1C1,2.4798e-12,-1.6598
TNIP1,4.0995e-08,-0.6637
BATF2,8.0971e-10,-1.5609
SGK3,9.8392e-05,-0.6665
SAMSN1,1.4314e-12,-1.7829
ARRB2,4.2014e-14,-1.6180
MPP1,1.4314e-12,-1.4254
CRLF2,2.3930e-09,-5.4828
PIGQ,3.6826e-08,-0.6702
NTM,6.4611e-08,-1.5895
PKDCC,6.3487e-09,-2.3135
TOX,2.5331e-10,-2.0638
RNF224,3.6654e-06,-3.3595
CASP12,3.0936e-14,-7.4414
MEN1,3.5104e-12,0.7005
DIAPH3,3.5280e-08,1.0300
NEK8,1.1180e-06,-0.7007
F12,3.0936e-14,3.7605
LHX9,4.2797e-07,-5.5716
COASY,3.0936e-14,0.7444
FMN1,1.0949e-09,-1.4924
POLR2J,1.9102e-11,0.6559
HPDL,2.0708e-12,3.6559
NKAIN2,1.4416e-11,4.3313
GP5,5.8059e-12,-6.0737
TSHR,1.6926e-03,2.1956
IL1RL1,4.9436e-12,-4.6309
CTC-786C10.1,2.7115e-03,-2.5045
HSF2BP,4.2014e-14,2.0867
ALOX15,5.4390e-03,-3.0302
HOXC5,4.5546e-04,5.8523
C4orf47,8.5450e-04,-0.9872
DRC1,1.3590e-05,-4.7154
TGIF2,4.6938e-07,0.7544
KLHL30,6.9714e-08,-3.1701
PHF1,1.9804e-09,-0.6980
C2orf72,2.2918e-02,-0.9836
SPATA2L,1.6303e-10,-0.8275
FAM178B,1.9388e-03,0.7684
GPR116,3.0936e-14,-4.0482
TNFSF15,6.7434e-07,-1.3986
JAM2,3.0936e-14,-3.1715
MTA1,1.2100e-09,0.6424
FOXP3,1.8198e-06,1.3902
ZNF483,2.3930e-09,-1.5403
XPO1,3.2341e-09,0.9965
GINS4,8.3894e-14,2.9266
B3GAT1,5.2041e-07,-1.6201
DNAJC19,9.6989e-09,0.8896
BTNL8,3.0936e-14,-6.3538
RPUSD2,2.1767e-09,0.6066
GSG1L,3.1205e-05,-8.8612
IRX1,8.8633e-04,-4.5613
GGT2,2.6891e-07,-5.3830
GAB3,3.0936e-14,-2.1070
MKI67IP,9.0527e-11,0.9923
ASUN,4.2014e-14,1.4089
PSMC4,7.8227e-13,0.9056
NUCKS1,1.3368e-09,0.6057
ENTHD1,1.1058e-05,2.3015
ATF5,1.8185e-08,0.9080
AC024580.1,7.6445e-04,-0.9212
SCTR,3.0936e-14,-4.9696
FNDC3A,4.2014e-14,-1.0155
CD14,4.7753e-08,-1.2037
RHOBTB3,4.9550e-04,-0.6360
NDE1,5.7021e-14,1.7368
IL22RA2,6.7434e-07,7.6079
OXLD1,2.1767e-09,0.6196
CTSF,3.2796e-07,-1.0047
FAM133A,5.0286e-03,-1.5647
DIAPH2,1.5974e-04,-0.8597
PABPC1,3.0936e-14,1.0562
CCNG1,6.6050e-10,-0.7845
UBL3,8.3894e-14,-1.8632
CD300LB,2.2008e-11,-2.0619
DUSP8,7.5325e-09,-1.4267
GAS6,1.1519e-10,-1.9131
ZMAT4,1.4210e-03,2.1188
ENG,3.0936e-14,-2.4690
TLDC1,2.4994e-07,0.7392
SIX1,4.7753e-08,2.3124
SLBP,5.6667e-09,0.7325
SERPINE2,2.8252e-10,2.0283
HLA-DOB,2.8557e-02,-0.8259
FGF10,5.7021e-14,-7.1986
HLA-C,3.0936e-14,-1.3843
ERAP2,5.3388e-09,-1.3044
MYL9,3.0936e-14,-2.2012
MAST1,1.9452e-13,4.3289
SPNS3,2.0335e-10,-1.8599
CYB561D2,4.1828e-12,-0.7445
ZNF415,9.8641e-07,-1.2423
AL049840.1,3.2494e-04,-0.7219
LYZ,7.9695e-12,-2.8567
UNC80,2.9254e-02,-2.4515
SCHIP1,1.3546e-08,-1.5012
XKR6,3.1874e-03,-0.7891
PER2,5.2258e-04,-0.5851
FKSG61,1.8402e-06,9.8477
URB2,1.5176e-06,0.8971
SLC33A1,2.2008e-11,0.7729
SUCLG2,4.0519e-13,-0.8704
TAF4B,3.7859e-11,1.2594
FILIP1L,6.8266e-12,-1.6450
SYP,2.5219e-13,-1.9025
PRG4,2.5302e-11,-5.4073
C18orf56,6.3219e-13,3.3074
RUVBL2,4.7908e-08,0.7256
SBDS,5.0878e-13,-1.0606
RP11-451M19.3,7.1940e-07,-3.7497
ZNF408,6.9788e-08,0.6131
PIGN,1.6303e-10,0.7805
KCNE1,4.3060e-11,-2.9261
CACNA2D2,3.0936e-14,-5.5078
SOX7,5.9848e-08,-1.9357
NDNF,3.0936e-14,-5.2722
TRIB3,9.6989e-09,1.1637
CAMK1,6.3219e-13,-1.1765
CNTD2,4.3466e-06,2.4925
AMOTL2,3.4996e-10,-1.3444
H2AFZ,4.2014e-14,1.1314
TPX2,4.2014e-14,4.7621
CPPED1,6.4611e-08,-0.8185
MAP2K3,9.6989e-09,-0.8862
C2orf44,9.0527e-11,0.9350
BAI3,2.8969e-11,-2.8505
CYP2A6,6.3487e-09,-7.7151
TNFRSF11B,1.1180e-06,-1.3531
THEM5,2.4465e-06,0.9746
NME5,2.5219e-13,-3.5534
TBCE,8.3894e-14,0.6659
SEMA4B,2.8969e-11,1.7086
SLC25A10,3.0936e-14,1.7209
RRAGA,1.0475e-08,-0.6303
AL031666.2,1.0646e-03,-2.4872
GPR110,7.0934e-04,-1.3367
LY75,1.6890e-03,-0.7199
MAML3,7.5736e-06,-0.7785
GLP1R,5.3652e-05,-5.6360
CLECL1,1.5974e-04,-1.1871
PHACTR1,3.0936e-14,-3.2153
SKOR1,8.4451e-06,-0.8075
TVP23A,2.5331e-10,-1.6395
GLIS2,1.0949e-09,-1.1598
GRTP1,3.6228e-09,1.7848
USH2A,8.7751e-04,5.5696
FGF18,5.7021e-14,-3.2729
MTIF2,5.0878e-13,0.9362
PDLIM2,3.0936e-14,-2.1166
PAQR4,2.0708e-12,1.5349
KLHL32,2.0332e-07,-3.2462
TBCEL,8.3894e-14,-0.8707
MAMLD1,4.6487e-04,-0.6544
XYLT2,1.2955e-10,0.8200
FADS3,4.1828e-12,-1.5231
ACVR1C,6.2672e-11,2.3088
SARDH,5.9741e-05,-1.0035
TGFB2,3.8794e-06,-1.7739
NFATC2,1.2100e-09,-2.0258
SNAI2,4.1828e-12,1.6635
FEZ1,3.1205e-05,-0.9666
ELF1,1.8762e-08,-0.5862
EMC1,2.0708e-12,0.8642
CHAC2,3.7669e-09,1.3361
C7orf57,5.2041e-07,-3.3555
DQX1,3.0936e-14,6.2290
IL12A,1.4013e-04,-1.1370
RP11-1105G2.3,2.8926e-03,-3.5714
OR2W3,1.8198e-06,-10.0838
MCHR1,1.0765e-04,0.5861
DEK,2.5267e-08,0.7536
DKFZP667F0711,4.8775e-07,-1.7635
MRPL37,5.7021e-14,0.9028
ORC2,7.5155e-09,0.6667
KIF26A,1.5073e-05,-1.5247
ZNF654,4.2797e-07,-0.6050
PTPRN2,3.0936e-14,-2.9322
C15orf38,1.1519e-10,-0.7904
PPARGC1B,3.8969e-10,-1.0892
CCDC87,1.9326e-06,0.9590
SV2A,5.9269e-07,1.2979
CSF2RA,8.6590e-08,-1.7517
PHLDB3,1.9452e-13,1.4228
SRD5A1,3.0936e-14,2.3385
PARP2,8.0971e-10,0.6239
EVL,4.9436e-12,-0.9621
JUP,3.0936e-14,1.9321
FAM210A,1.7262e-12,0.9951
PDE7B,4.0995e-08,-1.6792
AMY1A,3.2678e-06,-8.3776
GUCY1B3,2.1507e-04,-0.8242
AL603965.1,1.2612e-06,-2.6052
PTAFR,1.0198e-10,-1.6102
TBC1D2B,9.2357e-12,-1.0224
KALRN,1.4404e-02,-0.6515
NKX3-2,5.0609e-09,11.8336
CDH24,4.9436e-12,1.5267
FRRS1L,5.1802e-04,-2.7633
PCYOX1,4.3060e-11,-0.9033
NHLRC1,2.5735e-06,0.7293
KAZN,4.9550e-04,-0.6959
RDH5,3.0930e-06,-0.7339
CAND2,3.3947e-03,-0.7973
KIAA0232,4.8945e-09,-0.8093
ABCB6,9.3664e-09,1.7293
HLF,3.1763e-13,-2.5605
CALCR,9.2697e-03,-1.2978
C9orf163,1.3676e-03,0.7636
POC1A,1.4748e-13,1.6524
KLRB1,2.0708e-12,-2.4553
C17orf67,3.2564e-06,-0.6630
MARK1,3.6228e-09,2.3578
SNRPC,3.4996e-10,0.6054
SIK2,1.9452e-13,-1.2864
RUSC1,8.3894e-14,1.0286
ACRBP,7.6561e-07,-1.3064
ADH7,6.7434e-07,2.9452
EPHA6,2.0749e-03,-1.8956
RP11-146D12.2,9.8969e-06,-4.8767
PHC2,2.1762e-06,-0.6274
SPTBN1,3.0936e-14,-2.0768
DTNB,5.5615e-07,0.7106
HIST2H2AA4,2.6764e-07,1.0483
AC007952.5,2.2006e-08,-3.4215
NKD2,4.4935e-09,-1.3756
RWDD2A,9.3866e-07,-0.5961
CCNDBP1,4.9436e-12,-0.7336
GUCY1A3,1.8999e-07,-1.1174
SCEL,5.7021e-14,-3.8507
POLQ,4.2014e-14,4.4290
KLHDC7A,8.9243e-09,-4.2489
TAOK3,3.0936e-14,-1.1102
PGD,1.4483e-04,0.7555
LRRN4CL,1.4779e-09,-2.0350
GPR126,1.3368e-09,-1.9058
CSF1R,4.0995e-08,-1.4072
MAGEA4,2.8480e-08,11.7485
AKR1C3,8.8633e-04,0.7164
CD244,1.9452e-13,-2.4229
PHKG1,9.9348e-10,-1.2417
MRPL36,1.4314e-12,1.3302
ZNF334,1.3644e-02,-0.8866
ADM,3.6654e-06,1.1702
ADCY4,3.0936e-14,-2.7713
ODAM,2.7990e-08,-7.8433
GAS7,1.2441e-11,-1.6928
ARHGEF17,1.9452e-13,-1.3651
TMEM88,3.0936e-14,-3.4008
KCNK3,3.0936e-14,-4.8897
TMIGD2,3.1479e-10,-1.8101
F11,4.2014e-14,-13.5654
COLCA2,5.1452e-06,1.0371
MLKL,1.8252e-10,-1.3170
LRFN4,3.1763e-13,1.4145
ARRDC3,1.1014e-13,-1.4259
SMC6,7.5155e-09,1.1224
LRRC29,1.2904e-05,-0.6274
ETV4,7.9695e-12,2.6597
LINGO1,4.7753e-08,1.7093
EIF2AK2,1.5375e-07,0.6996
SOCS3,2.8252e-10,-1.8447
USP14,2.9482e-12,0.8017
NFATC3,1.6130e-06,-0.6467
NUTM2E,2.4191e-05,-2.8944
MAP2K6,1.1764e-04,0.6181
NECAB2,4.1153e-03,1.0631
NECAB3,1.5961e-08,-0.8602
ABCD3,2.3930e-09,-0.7225
FOLR2,2.5302e-11,-1.7185
CACNA1D,4.2014e-14,-3.4532
NAALAD2,6.3487e-09,-1.8738
HIST1H4I,3.3808e-04,0.7471
KRT27,3.8969e-10,-11.7812
ARG2,2.2654e-05,1.0063
HR,1.1720e-12,2.7587
IGFALS,3.0936e-14,-5.2153
BCL9,5.9848e-08,0.7084
FAM189A2,3.0936e-14,-4.8456
C1orf220,1.8490e-05,5.6121
LRRC36,3.0936e-14,-5.4816
LRRC70,5.7021e-14,-2.3505
FLCN,8.0971e-10,-0.7187
SLC2A5,4.3299e-10,2.3597
LMO1,2.0486e-06,7.7519
FAM124A,2.2702e-10,-1.8477
LHX2,8.3894e-14,13.4791
GOLGA8N,1.6780e-06,-1.2349
RAP2B,1.4524e-10,1.1833
HBQ1,9.5892e-03,-6.9553
ADAMTS9,1.7965e-09,-1.6777
TREML2,5.4418e-06,-1.3782
FAM221B,1.8490e-05,-7.7191
DOCK2,3.6228e-09,-2.0919
CCNE1,4.2014e-14,3.6245
HBEGF,2.6296e-09,-2.1977
SPIRE1,1.2612e-06,-0.9422
USP2,5.9269e-07,-1.4277
XKR9,3.6622e-04,0.7010
TCAP,2.6296e-09,-2.1989
ANKRD16,2.0708e-12,0.8043
PDE8A,9.6989e-09,-0.7238
ZNF436,6.9234e-09,0.7664
RIC3,1.6497e-07,-1.9876
DCAF4,2.8252e-10,0.6705
SYCE1,3.8013e-05,-4.5567
FAM220A,1.1014e-13,1.0423
RABGAP1L,4.1060e-06,-0.6334
AC002472.13,6.3684e-06,-11.5757
SUOX,9.8641e-07,-0.6455
DNAI2,7.5325e-09,-6.1031
TCTEX1D2,2.0332e-07,1.1900
UNC45B,4.1828e-12,-5.1209
PDIA6,7.8227e-13,1.0504
KAT8,1.9102e-11,-0.5925
KHDRBS3,2.6224e-03,-1.0336
SLC16A12,3.1763e-13,-5.0321
ACSS2,2.8252e-10,-1.1031
KIAA1683,1.1720e-12,-2.9753
PKNOX2,3.0936e-14,-3.1134
TRPC3,3.0936e-14,-3.1217
ARHGEF28,5.2258e-04,-0.6253
DNAH7,6.0155e-07,-3.5129
BAZ2B,1.6303e-10,-0.7718
DBF4,3.0936e-14,1.7329
SKA1,4.2014e-14,4.2258
ASB4,2.5950e-06,-5.1171
KNDC1,3.6228e-09,-4.1098
TANGO2,3.4468e-09,-0.6335
CCNJL,2.0708e-12,-2.1216
CARD6,1.9102e-11,-1.4437
TUBB8,1.3081e-02,2.7296
BTBD9,3.1763e-13,-1.5526
TM4SF18,1.4524e-10,-2.2511
EDA,2.1542e-05,-1.1975
CLIC5,3.0936e-14,-6.0518
CASP2,2.4798e-12,0.7823
CDHR3,4.3170e-08,-2.8672
MCM6,1.1014e-13,1.7575
NUDT12,2.0332e-07,-0.7653
CHST13,1.7485e-03,-0.8738
NRM,1.4524e-10,0.8454
UBE2L3,7.2756e-08,0.6219
IL17RB,1.0765e-04,-1.4402
C11orf96,6.8266e-12,-3.1041
SH3RF2,7.1712e-06,0.6296
YIF1B,6.9788e-08,0.7285
MRO,4.8364e-02,1.1774
NR1H3,4.0130e-07,-0.8960
RBM8A,1.9452e-13,0.7052
BTG2,1.2441e-11,-1.6734
FAM162A,8.3894e-14,1.5085
ULBP3,1.2955e-10,1.1889
HMHA1,4.1828e-12,-1.2208
IDS,1.5961e-08,-0.6674
C10orf2,8.9737e-10,1.3593
HAGH,8.3894e-14,-0.9434
C2orf73,8.0971e-10,-6.5059
TBRG4,4.2014e-14,1.0809
DNAJC2,2.2008e-11,0.8487
PCCA,6.9234e-09,-0.6887
KCNJ8,7.8227e-13,-2.1129
CRYM,1.4416e-11,-4.0105
CD247,4.4935e-09,-1.7360
RUVBL1,8.3894e-14,1.3924
TMEM42,3.1018e-06,-0.6451
RNF168,1.1720e-12,1.2623
HSPB2-C11orf52,5.8059e-12,-8.1232
CGRRF1,3.0936e-14,-0.9940
TJP3,5.8245e-09,-2.4231
DOK4,2.5219e-13,-1.5115
HES1,4.7191e-05,0.6353
SCG2,5.7825e-03,0.7033
UMODL1,6.9278e-03,-0.7270
WNT6,3.1220e-04,1.0674
FBXO27,2.8252e-10,1.8755
CYP4B1,3.0936e-14,-6.5247
KLHL41,7.9695e-12,-3.3569
HSD17B14,5.5615e-07,-1.1587
RP11-1035H13.3,2.0749e-03,1.3212
ETV5,5.4348e-04,-0.8868
DOCK8,3.0936e-14,-2.3792
UTP14C,5.9463e-10,-0.6814
CSNK2A3,6.2672e-11,0.9361
FAM47E-STBD1,1.1519e-10,-1.1726
PDE1C,3.0936e-14,-3.3069
GDF15,9.8641e-07,-1.9429
INHA,7.9695e-12,2.0517
GJB6,8.3894e-14,8.5272
NDUFS6,5.0878e-13,1.1239
PCYT1A,1.9804e-09,0.8282
CCDC58,3.0936e-14,1.5106
MYBPC1,2.2732e-02,-2.1319
AD000671.6,1.8944e-04,-0.8220
ZNF454,9.8969e-06,-1.3852
ATP9B,7.3266e-10,-0.7086
SLC46A2,3.0936e-14,-5.5066
NAA15,4.4254e-08,0.6627
RGS18,4.2014e-14,-2.3415
ABCC9,1.9452e-13,-2.1832
HOXD1,8.1491e-07,-1.6955
AP1S1,5.7021e-14,0.9322
LILRA1,4.2014e-14,-2.8434
PRSS22,1.0438e-05,0.9612
SLC17A5,1.4416e-11,-0.9900
CCL18,1.4317e-05,-1.9363
ESRP1,5.7021e-14,1.4154
HSPA1B,6.8526e-05,0.8732
GPR83,5.0286e-03,1.3071
TMEM150B,1.1014e-13,-3.0216
ZNF485,1.2426e-07,0.6838
C9orf169,6.2586e-05,1.2776
C17orf100,6.5476e-05,1.3900
MGLL,3.0936e-14,-2.6552
OSR2,4.4713e-04,0.8019
ZIC2,1.0746e-11,12.6085
FIGF,1.1014e-13,-6.3034
CAPN2,4.1828e-12,-1.0623
CYGB,8.0370e-11,-1.3449
NOX4,3.5059e-07,1.2494
POLE3,1.0746e-11,0.8121
MTHFD1L,4.8140e-10,0.9388
TMEM105,1.2904e-05,0.8502
BDP1,1.6303e-10,-0.6669
SRR,2.0635e-04,-0.6447
TARBP2,4.1153e-09,0.6350
CRHBP,9.6989e-09,-2.6958
MRTO4,4.9436e-12,0.9627
MMEL1,5.1452e-06,-2.0314
KPNA4,9.0527e-11,0.7666
CDCA2,4.2014e-14,3.8748
YPEL5,1.6313e-07,-0.6431
UPF3B,1.6672e-11,0.8376
HAUS6,8.1007e-07,0.6593
SLC25A45,7.9695e-12,-1.1117
FANK1,3.3634e-05,-1.0799
MZT2A,3.4353e-09,1.3342
GPN1,3.2341e-09,0.8169
AL590822.1,1.1014e-13,-2.6560
HSD17B11,3.0936e-14,-2.0284
AOX1,3.0936e-14,-3.1487
P4HTM,8.3894e-14,-1.2119
HOXC9,3.7859e-11,5.3515
NUDCD1,1.9102e-11,0.7411
TP53AIP1,2.9026e-05,3.0530
PRSS57,2.3841e-08,-12.2060
HLA-A,3.8067e-08,-0.8196
CCNH,1.0198e-10,-0.7347
ZFP57,4.2082e-02,-0.7069
TNFRSF8,2.7500e-05,-1.3132
WDR74,6.2672e-11,0.7032
ARL5C,1.4770e-02,-4.6183
GKN2,3.0936e-14,-14.4326
FOXO6,3.8067e-08,1.3860
NCCRP1,6.2672e-11,3.9973
C19orf66,1.0949e-09,-0.7324
RSBN1,1.1470e-08,-0.6474
NRG2,3.2672e-08,-4.0050
KIF7,4.7753e-08,1.0998
GSN,1.1856e-03,-0.6751
NEDD9,3.2341e-09,-2.6027
NLRP14,1.8605e-04,-5.4340
COL6A5,6.3219e-13,-3.7060
TMEM180,4.3299e-10,-0.9024
RPRM,1.2289e-04,0.5934
SLC7A1,2.2008e-11,1.3621
FKBP5,1.8161e-04,-0.8797
PAK7,3.1220e-04,-0.6657
SLC25A53,3.1763e-13,-0.8927
IQSEC1,4.2014e-14,-1.4930
PDCD10,1.0746e-11,0.9661
PBK,3.0936e-14,4.2531
HSD17B1,1.0198e-10,1.9470
DEPDC7,3.8196e-09,2.1522
AQP4,3.0936e-14,-6.9251
OGN,3.0936e-14,-4.7276
C9orf156,2.6296e-09,-0.6603
C15orf27,2.2188e-03,-0.8271
NRGN,3.0936e-14,-3.5533
DDX5,1.0198e-10,-0.6663
SGTB,2.5950e-06,-0.5910
KCNRG,1.2464e-08,-2.2465
SLC39A2,2.8131e-08,4.1338
NTS,2.9961e-04,1.3338
FRMD8,8.9737e-10,0.6860
TGOLN2,3.8969e-10,-0.8662
CEP120,2.5331e-10,-0.8173
SLC39A11,4.8140e-10,0.8297
SLC25A13,1.7262e-12,0.8345
TK1,4.2014e-14,3.3029
PLD6,4.5702e-07,0.6670
ELN,7.3266e-10,-2.5943
MAPK15,9.0022e-05,-1.2724
PARK2,1.8762e-08,-1.2977
MAGED4B,5.0878e-13,2.4497
ANKRD20A3,3.3808e-04,-2.8656
WTIP,2.1783e-07,-1.2677
GLYATL2,1.4321e-07,4.1305
SLC26A6,9.6989e-09,0.7574
PODNL1,8.0370e-11,1.5473
RNF123,2.2006e-08,-0.5994
CYB5R2,2.9482e-12,1.5812
B3GNT5,5.1411e-08,1.0058
MROH2A,5.3160e-03,0.7536
RTN2,1.6418e-05,-0.6834
CTRB2,2.8378e-03,-6.0322
CBFA2T2,6.3225e-07,0.5866
LRRN4,4.2014e-14,-5.9950
MMP24,3.0936e-14,-3.6703
SOGA2,2.4798e-12,1.7711
CA5B,1.4527e-06,-0.7363
AC109829.1,3.6848e-03,5.8612
RBP1,3.8067e-08,1.2937
UPK1B,2.3841e-08,3.6947
EIF2S1,1.4501e-07,0.7166
DMTN,2.1762e-06,-1.1419
SGMS1,1.1014e-13,-1.0937
MRPS36,4.8865e-11,-0.7347
LHFPL3,4.2014e-14,-14.2359
ITGA8,3.0936e-14,-3.8565
DENND3,4.2014e-14,-2.5470
FASLG,1.6690e-05,-2.1052
TDO2,1.9388e-03,1.0322
SLC29A4,8.0370e-11,1.8276
PAEP,2.5656e-04,4.6512
SOX15,1.9102e-11,3.1820
TRIM61,4.7753e-08,-2.4744
MYBPC3,1.1058e-05,-2.0281
AL358333.1,3.2796e-07,-2.0735
CH25H,9.0527e-11,-2.4699
POLR2L,4.4935e-09,-0.6044
CSF3R,4.2014e-14,-3.0998
GPR171,4.8775e-07,-2.0285
MYH11,4.3299e-10,-2.9599
RP11-706O15.1,6.8266e-12,0.9784
AC022532.1,1.5974e-04,-1.7619
FSCN1,1.9452e-13,2.3286
CORO2B,2.0708e-12,-2.8164
OLAH,7.5736e-06,-8.0889
KCNAB1,1.2100e-09,-2.2216
ZNF799,3.1479e-10,-0.8230
ZNF703,2.9482e-12,1.5303
GPR56,1.0949e-09,1.2295
PA2G4,7.8227e-13,0.8689
SLC2A4RG,1.4701e-08,0.5974
RRS1,4.4912e-06,0.7667
PCDH20,6.2672e-11,-4.1493
CCNB3,1.5850e-05,-1.2914
SOD3,3.0936e-14,-2.9061
CALML5,4.8726e-09,13.3313
TMC3,1.1514e-02,-3.4918
TROAP,3.0936e-14,4.4597
PHF19,8.3661e-09,0.9453
ANKRD13A,2.0335e-10,-0.9319
AQP8,1.3325e-07,-9.7931
TMEM154,1.0646e-03,0.6437
PPARGC1A,2.2702e-10,-2.7279
CLEC4D,1.4314e-12,-2.3134
BCL2L15,2.6496e-04,-2.1566
CYP4A11,1.5176e-06,-12.2556
C5orf45,9.2357e-12,-0.9078
PARVA,1.3546e-08,-0.6352
STRA6,2.4798e-12,4.0036
STK17B,1.4416e-11,-1.1295
ATP2A1,1.4701e-08,2.2317
C19orf26,8.1491e-07,1.7139
CFL2,8.3894e-14,-1.8389
A2ML1,8.3894e-14,7.8661
HLA-DMA,4.2014e-14,-2.4108
IQCD,2.6764e-07,-1.4779
PIK3CG,3.7859e-11,-2.0069
IL10RA,1.4314e-12,-1.8386
MYRF,1.4748e-13,-3.8242
WFDC2,7.7926e-03,-1.2037
FAM21C,6.2672e-11,-0.6810
ARHGAP42,1.5850e-05,-0.8936
NPBWR1,1.1014e-13,10.7995
FLNC,2.4387e-04,-1.3579
EFCAB10,6.7434e-07,-2.2219
C6orf223,7.1359e-03,-1.7472
AFF3,3.0936e-14,-3.9582
CD274,3.1205e-05,-1.3603
IQSEC3,1.2955e-10,-3.8364
CX3CL1,2.8611e-07,-1.3382
TTPAL,2.5302e-11,0.8335
HERPUD1,1.2612e-06,-0.8060
PC,9.5775e-13,1.4260
PARPBP,4.2014e-14,2.7836
TENC1,4.2014e-14,-2.5196
CCL8,1.0075e-02,-0.7994
CENPK,1.9452e-13,2.3509
